,Brand,Model,Variant,Gear,Engine(CC),Max_Power(BHP),Torque(Nm),Mileage,Fuel,Color,Owner,Seats,Location,Insurance,Price,Year
1083,Maruti,Swift,AMT ZDI,Automatic,1248,74,190.0,26.59,Diesel,None,1,5,Mumbai,Third Party insurance,660000,2016
1084,Maruti,Swift,AMT ZDI,Automatic,1248,74,190.0,28.4,Diesel,None,1,5,Mumbai,Third Party insurance,748000,2018
1085,Maruti,Swift,VDI,Manual,1248,74,190.0,28.4,Diesel,Blue,1,5,Mumbai,Third Party insurance,595000,2017
1086,Maruti,Swift,VDI,Manual,1248,74,190.0,28.4,Diesel,Grey,1,5,Mumbai,Third Party insurance,642500,2016
1087,Maruti,Swift,VXI 1.2 BS IV,Manual,1197,81,113.0,22.0,Petrol,Red,1,5,Mumbai,Third Party insurance,726000,2019
1088,Maruti,Swift,VXI,Manual,1197,85,114.0,19.1,Petrol,None,1,5,Mumbai,Third Party insurance,425500,2014
1089,Maruti,Swift,ZXI 1.2,Manual,1197,81,113.0,21.21,Petrol,None,1,5,Mumbai,Not Available,680000,2018
1090,Maruti,Swift,ZXi,Manual,1298,85,114.0,17.5,Petrol,None,1,5,Mumbai,Third Party insurance,398500,2012
1091,Maruti,Swift,ZXI,Manual,1197,83,115.0,20.85,Petrol,None,1,5,Mumbai,Third Party insurance,480000,2015
1092,Maruti,Swift,LDI BSIV,Manual,1248,74,190.0,25.2,Diesel,Grey,1,5,Mumbai,Not Available,490500,2016
1093,Maruti,Swift,VDI BSIV,Manual,1248,74,190.0,25.2,Diesel,Grey,1,5,Mumbai,Not Available,495000,2014
1094,Maruti,Swift,VDI BSIV,Manual,1248,74,190.0,25.2,Diesel,White,1,5,Mumbai,Third Party insurance,485000,2014
1095,Maruti,Swift,VDI Optional,Manual,1248,74,190.0,25.2,Diesel,Other,1,5,Mumbai,Third Party insurance,530000,2017
1096,Maruti,Swift,VDI,Manual,1248,74,190.0,28.4,Diesel,Grey,1,5,Mumbai,Third Party insurance,535500,2016
1097,Maruti,Swift,VDI,Manual,1248,74,190.0,28.4,Diesel,Grey,1,5,Mumbai,Third Party insurance,610000,2018
1098,Maruti,Swift,VDI,Manual,1248,74,190.0,22.9,Diesel,None,1,5,Mumbai,Not Available,420000,2014
1099,Maruti,Swift,VVT VXI,Manual,1197,81,113.0,22.0,Petrol,White,1,5,Mumbai,Third Party insurance,461000,2015
1100,Maruti,Swift,VXI Optional,Manual,1197,81,113.0,20.4,Petrol,Grey,1,5,Mumbai,Third Party insurance,510000,2016
1101,Maruti,Swift,VXI Optional,Manual,1197,81,113.0,20.4,Petrol,Silver,1,5,Mumbai,Third Party insurance,530000,2017
1102,Maruti,Vitara,ZDi Plus,Manual,1248,88,200.0,24.3,Diesel,None,1,5,Mumbai,Third Party insurance,767000,2016
1103,Maruti,Wagon,AMT VXI,Automatic,998,67,90.0,20.51,Petrol,Grey,1,5,Mumbai,Third Party insurance,432500,2017
1104,Maruti,Wagon,AMT VXI,Automatic,998,67,90.0,20.51,Petrol,Silver,2,5,Mumbai,Third Party insurance,391000,2016
1105,Maruti,Wagon,AMT VXI,Manual,998,67,90.0,20.51,Petrol,Other,1,5,Mumbai,Not Available,390000,2016
1106,Maruti,Wagon,VXI BS IV,Manual,998,67,90.0,20.51,Petrol,White,1,5,Mumbai,Third Party insurance,360000,2017
1107,Maruti,Wagon,VXI BS IV,Manual,998,67,90.0,20.51,Petrol,Silver,1,5,Mumbai,Third Party insurance,390500,2016
1108,Maruti,Wagon,VXI BS IV,Manual,998,67,90.0,20.51,Petrol,Other,1,5,Mumbai,Not Available,470000,2019
1109,Maruti,Wagon,VXI BS IV,Manual,998,67,90.0,20.51,Petrol,Other,1,5,Mumbai,Not Available,374500,2015
1110,Maruti,Wagon,VXI BS IV,Manual,998,67,90.0,20.51,Petrol,Other,2,5,Mumbai,Third Party insurance,280000,2014
1111,Maruti,Wagon,VXI BS IV,Manual,998,67,90.0,20.51,Petrol,White,1,5,Mumbai,Third Party insurance,415000,2018
1112,Maruti,Wagon,VXI BS IV,Manual,998,67,90.0,20.51,Petrol,Silver,1,5,Mumbai,Not Available,435000,2017
1113,Maruti,Wagon,VXI Optional,Manual,998,67,90.0,20.51,Petrol,Red,1,5,Mumbai,Third Party insurance,360000,2015
1114,Maruti,Wagon,VXI,Manual,998,67,90.0,21.79,Petrol,White,1,5,Mumbai,Third Party insurance,328495,2013
1115,Maruti,Wagon,VXI,Manual,998,67,90.0,21.79,Petrol,Grey,1,5,Mumbai,Third Party insurance,390000,2017
1116,Maruti,Wagon,VXI,Manual,998,67,90.0,21.79,Petrol,Silver,1,5,Mumbai,Third Party insurance,390000,2017
1117,Maruti,Wagon,VXI,Manual,998,67,90.0,21.79,Petrol,Silver,1,5,Mumbai,Third Party insurance,300000,2013
1118,Maruti,Wagon,VXI,Manual,998,67,90.0,21.79,Petrol,Other,1,5,Mumbai,Not Available,430000,2017
1119,Maruti,Wagon,VXI,Manual,998,67,90.0,21.79,Petrol,Other,1,5,Mumbai,Not Available,364500,2014
1120,Renault,KWID,1.0 RXT AMT Opt,Automatic,999,67,91.0,22.0,Petrol,White,1,5,Mumbai,Not Available,445000,2020
1121,Tata,Nexon,1.5 Revotorq XZ Plus,Manual,1497,108,260.0,21.5,Diesel,None,1,5,Mumbai,Third Party insurance,812500,2018
1122,Volkswagen,Polo,1.2 MPI Highline,Manual,1199,74,110.0,16.2,Petrol,None,1,5,Mumbai,Not Available,389500,2015
1123,Honda,Amaze,0,Manual,1199,88,110.0,19.0,Petrol,Grey,1,None,UP,Not Available,725000,2019
1124,Maruti,Swift,Dzire,Manual,1197,85,114.0,19.0,Petrol, other,1,None,UP,Not Available,350000,2013
1125,Maruti,Zen,Estilo,Manual,998,67,90.0,18.0,Petrol,PINK,1,None,UP,Not Available,140000,2008
1126,Ford,EcoSport,1.5,Manual,1498,89,204.0,22.0,Diesel,Grey,1,None,UP,Not Available,465000,2014
1127,Renault,KWID,1,Manual,999,67,91.0,23.0,Petrol,Green,1,None,UP,Not Available,450000,2020
1128,Hyundai,Elantra,SX,Manual,1797,147,177.5,16.0,Petrol, other,1,None,UP,Not Available,575000,2013
1129,MG,Hector,Sharp,Automatic,1451,141,250.0,13.0,Petrol, other,1,None,UP,Not Available,1650000,2019
1130,BMW,3,Series,Automatic,1995,170,34.7,13.0,Diesel,Maroon,1,None,UP,Not Available,925000,2011
1131,Ford,EcoSport,1.5,Automatic,1496,120,149.0,14.0,Petrol, other,1,None,UP,Not Available,660000,2017
1132,Toyota,Camry,Hybrid,Automatic,2494,158,213.0,19.0,Petrol, other,1,None,UP,Not Available,1435000,2014
1133,Hyundai,Xcent,1.2,Manual,1186,73,190.25,25.0,Diesel, other,1,None,UP,Not Available,525000,2018
1134,Honda,City,1.5,Manual,1497,118,146.0,17.0,Petrol,Silver,1,None,UP,Not Available,325000,2010
1135,Maruti,Ertiga,SHVS,Manual,1248,88,200.0,24.0,Diesel,Silver,1,None,UP,Not Available,710000,2016
1136,Maruti,SX4,S,Manual,1248,88,200.0,23.0,Diesel, other,1,None,UP,Not Available,625000,2017
1137,Ford,EcoSport,1.5,Manual,1497,121,150.0,17.0,Petrol, other,1,None,UP,Not Available,625000,2017
1138,Maruti,Wagon,R,Manual,998,67,90.0,18.0,Petrol, other,1,None,UP,Not Available,175000,2009
1139,Maruti,Wagon,R,Manual,998,67,90.0,21.0,Petrol,Black,1,None,UP,Not Available,210000,2010
1140,Maruti,Swift,AMT,Automatic,1197,81,113.0,21.0,Petrol,White,1,None,UP,Not Available,575000,2018
1141,Maruti,Swift,VDI,Manual,1248,74,190.0,22.0,Diesel, other,1,None,UP,Not Available,325000,2012
1142,Honda,City,i-DTEC,Manual,1498,97,200.0,25.0,Diesel, other,1,None,UP,Not Available,1011000,2018
1143,Honda,City,i,Manual,1498,98,200.0,26.0,Diesel, other,1,None,UP,Not Available,449000,2014
1144,Honda,City,i-DTEC,Manual,1498,97,200.0,25.0,Diesel, other,1,None,UP,Not Available,842000,2018
1145,Toyota,Corolla,Altis,Manual,1364,87,205.0,21.0,Diesel, other,4,None,UP,Not Available,1076000,2017
1146,Renault,KWID,1,Manual,999,67,91.0,21.0,Petrol,Silver,1,None,UP,Not Available,285000,2017
1147,Hyundai,Grand,i10,Manual,1197,81,113.75,18.0,Petrol,T Blue,1,None,UP,Not Available,399000,2016
1148,Hyundai,Grand,i10,Manual,1197,82,114.0,18.0,Petrol,Maroon,1,None,UP,Not Available,349000,2014
1149,Hyundai,i20,Petrol,Manual,1197,81,114.73,18.0,Petrol, other,1,None,UP,Not Available,599000,2018
1150,Hyundai,i20,0,Manual,1197,81,114.7,18.0,Petrol, other,1,None,UP,Not Available,525000,2015
1151,Tata,Nexon,XM,Manual,1199,118,170.0,17.0,Petrol,Red,1,None,UP,Not Available,900000,2021
1152,Datsun,GO,T,Manual,1198,67,104.0,19.0,Petrol,Grey,1,None,UP,Not Available,530000,2019
1153,Honda,City,1.5,Manual,1497,118,146.0,17.0,Petrol,Grey,1,None,UP,Not Available,205000,2012
1154,Honda,Amaze,0,Manual,1199,88,110.0,18.0,Petrol, other,1,None,UP,Not Available,750000,2020
1155,Nissan,Terrano,XL,Manual,1461,83,200.0,20.0,Diesel,White,1,None,UP,Not Available,449000,2014
1156,Renault,Scala,RxL,Automatic,1498,99,134.0,17.0,Petrol, other,1,None,UP,Not Available,375000,2015
1157,Volkswagen,Polo,1.2,Manual,1198,74,110.0,16.0,Petrol, other,1,None,UP,Not Available,415000,2016
1158,Maruti,Ertiga,SHVS,Manual,1248,88,200.0,24.0,Diesel, other,1,None,UP,Not Available,750000,2017
1159,Kia,Seltos,GTX,Automatic,1353,138,242.0,16.0,Petrol, other DCT,1,None,UP,Not Available,1399000,2019
1160,Maruti,Swift,Dzire,Automatic,1248,74,190.0,28.0,Diesel, other,1,None,UP,Not Available,625000,2017
1161,Honda,Brio,1.2,Manual,1198,86,109.0,18.0,Petrol,Grey,1,None,UP,Not Available,375000,2018
1162,Honda,City,i-VTEC,Automatic,1497,117,145.0,18.0,Petrol,CVT,1,None,UP,Not Available,825000,2017
1163,Honda,Amaze,S,Manual,1198,86,109.0,18.0,Petrol,White,1,None,UP,Not Available,370000,2014
1164,Honda,Amaze,0,Manual,1498,98,200.0,25.0,Diesel, other,1,None,UP,Not Available,425000,2016
1165,Honda,City,i,Automatic,1497,117,145.0,18.0,Petrol,Brown,1,None,UP,Not Available,575000,2015
1166,Honda,Jazz,1.2,Manual,1199,88,110.0,18.0,Petrol,Maroon,1,None,UP,Not Available,475000,2015
1167,Honda,Jazz,S,Manual,1198,90,110.0,16.0,Petrol,Five other Manual Transmission Gearbox,1,None,UP,Not Available,290000,2012
1168,Honda,City,i,Manual,1498,98,200.0,25.0,Diesel, other,1,None,UP,Not Available,565000,2015
1169,Honda,Amaze,0,Manual,1498,98,200.0,24.0,Diesel,White,1,None,UP,Not Available,475000,2017
1170,Honda,Amaze,S,Manual,1198,86,109.0,18.0,Petrol,Golden Brown,1,None,UP,Not Available,335000,2015
1171,Honda,City,i,Manual,1498,98,200.0,26.0,Diesel, other,1,None,UP,Not Available,590000,2016
1172,Honda,Brio,1.2,Manual,1198,86,109.0,18.0,Petrol, other,1,None,UP,Not Available,450000,2017
1173,Honda,Amaze,S,Manual,1498,98,200.0,25.0,Diesel,Silver,1,None,UP,Not Available,415000,2015
1174,Honda,City,i,Manual,1497,117,145.0,17.0,Petrol,Maroon,1,None,UP,Not Available,560000,2015
1175,Honda,City,S,Manual,1497,116,146.0,16.0,Petrol, other,1,None,UP,Not Available,260000,2010
1176,Honda,Civic,1.8,Automatic,1799,130,172.0,12.0,Petrol,Silver,1,None,UP,Not Available,240000,2008
1177,Honda,City,1.5,Manual,1493,100,13.1,12.0,Petrol,None,1,None,UP,Not Available,165000,2004
1178,Honda,BRV,i-VTEC,Automatic,1497,117,145.0,15.0,Petrol,CVT,1,None,UP,Not Available,725000,2016
1179,Honda,City,i,Manual,1498,98,200.0,26.0,Diesel, other,1,None,UP,Not Available,715000,2015
1180,Honda,Amaze,VX,Manual,1198,86,109.0,18.0,Petrol, other,1,None,UP,Not Available,425000,2016
1181,Honda,BRV,i-VTEC,Manual,1497,117,145.0,15.0,Petrol,Silver,1,None,UP,Not Available,650000,2016
1182,Honda,City,S,Manual,1497,116,146.0,16.0,Petrol, other,1,None,UP,Not Available,370000,2012
1183,Honda,City,1.5,Manual,1497,118,146.0,17.0,Petrol,Golden,1,None,UP,Not Available,290000,2010
1184,Honda,City,1.5,Automatic,1497,118,146.0,16.0,Petrol,White,1,None,UP,Not Available,290000,2011
1185,Honda,Amaze,0,Manual,1198,86,109.0,17.0,Petrol,Grey,1,None,UP,Not Available,475000,2017
1186,Honda,City,i,Manual,1498,98,200.0,26.0,Diesel, other,1,None,UP,Not Available,649000,2016
1187,Honda,Amaze,0,Manual,1498,98,200.0,25.0,Diesel,Golden Brown,1,None,UP,Not Available,349000,2016
1188,Honda,Brio,1.2,Manual,1198,86,109.0,18.0,Petrol,Red,2,None,UP,Not Available,329000,2015
1189,Honda,City,ZX,Automatic,1498,119,145.0,18.0,Petrol, other,1,None,UP,Not Available,875000,2017
1190,Honda,City,V,Automatic,1497,116,146.0,15.0,Petrol, other AT+ Paddle Shifters,1,None,UP,Not Available,355000,2011
1191,Honda,City,i,Manual,1497,117,145.0,17.0,Petrol, other,1,None,UP,Not Available,675000,2016
1192,Honda,Amaze,S,Manual,1498,98,200.0,25.0,Diesel,Silver,1,None,UP,Not Available,319000,2013
1193,Honda,Amaze,EX,Manual,1198,86,109.0,18.0,Petrol,White,1,None,UP,Not Available,325000,2014
1194,Honda,City,i,Manual,1497,117,145.0,17.0,Petrol,Grey,1,None,UP,Not Available,449000,2014
1195,Honda,City,i,Manual,1497,117,145.0,17.0,Petrol,White,1,None,UP,Not Available,525000,2016
1196,Honda,City,i,Manual,1497,117,145.0,17.0,Petrol, other,1,None,UP,Not Available,575000,2015
1197,Honda,Jazz,1.2,Manual,1199,88,110.0,18.0,Petrol,White,1,None,UP,Not Available,435000,2016
1198,Honda,Mobilio,RS,Manual,1498,98,200.0,24.0,Diesel, other,1,None,UP,Not Available,474000,2014
1199,Honda,Amaze,0,Manual,1198,86,109.0,17.0,Petrol,Brown,1,None,UP,Not Available,399000,2016
1200,Honda,Brio,S,Manual,1198,86,109.0,19.0,Petrol,Blue,1,None,UP,Not Available,279000,2013
1201,Honda,City,V,Manual,1497,117,145.0,17.0,Petrol, other,1,None,UP,Not Available,341000,2011
1202,Honda,City,i,Manual,1498,98,200.0,26.0,Diesel, other,1,None,UP,Not Available,499000,2015
1203,Honda,Civic,ZX,Automatic,1799,139,174.0,16.0,Petrol,CVT,1,None,UP,Not Available,1875000,2020
1204,Honda,Amaze,0,Manual,1498,98,200.0,24.0,Diesel, other,1,None,UP,Not Available,780000,2018
1205,Honda,Amaze,0,Manual,1498,98,200.0,27.0,Diesel,Red,1,None,UP,Not Available,940000,2020
1206,Honda,City,i-VTEC,Manual,1497,117,145.0,17.0,Petrol, other,1,None,UP,Not Available,885000,2018
1207,Honda,Jazz,X,Manual,1198,88,110.0,16.0,Petrol, other,1,None,UP,Not Available,280000,2012
1208,Honda,Mobilio,S,Manual,1497,117,145.0,17.0,Petrol,Silver,2,None,UP,Not Available,469000,2016
1209,Honda,Amaze,SX,Manual,1198,86,109.0,18.0,Petrol, other,1,None,UP,Not Available,300000,2014
1210,Honda,Amaze,E,Manual,1198,86,109.0,18.0,Petrol, other,2,None,UP,Not Available,250000,2014
1211,Honda,City,i,Automatic,1497,117,145.0,18.0,Petrol,FWD,2,None,UP,Not Available,710000,2016
1212,Honda,Jazz,Select,Manual,1198,90,110.0,16.0,Petrol,Five other Manual Transmission Gearbox,1,None,UP,Not Available,230000,2010
1213,Honda,Amaze,0,Manual,1498,98,200.0,24.0,Diesel,Red,1,None,UP,Not Available,300000,2015
1214,Maruti,Ignis,Ignis,Manual,1197,81,113.0,20.0,Petrol,None,1,None,UP,Third Party insurance,503196,2017
1215,Maruti,Swift,Swift,DL9C,1197,81,113.0,22.0,Petrol,Other,1,None,UP,Not Available,532500,2020
1216,Maruti,Ciaz,Ciaz,Automatic,1373,91,130.0,19.0,Petrol,None,1,None,UP,Not Available,692500,2017
1217,Maruti,Baleno,Baleno,Manual,1197,83,115.0,21.0,Petrol,Grey,1,None,UP,Third Party insurance,594186,2017
1218,Toyota,Etios,Etios,Manual,1364,67,170.0,23.0,Diesel,Other,1,None,UP,Not Available,541536,2018
1219,Maruti,Baleno,Baleno,Manual,1197,81,113.0,21.0,Petrol,Other,1,None,UP,Third Party insurance,631000,2020
1220,Maruti,Swift,Swift,Automatic,1248,74,190.0,28.0,Diesel,Other,1,None,UP,Third Party insurance,711500,2019
1221,Toyota,Etios,Etios,Manual,1364,67,170.0,23.0,Diesel,Other,1,None,UP,Third Party insurance,678000,2019
1222,Toyota,Glanza,Glanza,Automatic,1197,81,113.0,19.0,Petrol,None,1,None,UP,Not Available,787500,2019
1223,Ford,Ecosport,Ecosport,Manual,1498,89,204.0,22.0,Diesel,None,1,None,UP,Third Party insurance,512000,2015
1224,Maruti,Baleno,Baleno,Automatic,1197,83,115.0,21.0,Petrol,Blue,1,None,UP,Third Party insurance,547500,2016
1225,Maruti,Ciaz,Ciaz,Manual,1248,88,200.0,28.0,Diesel,Other,1,None,UP,Not Available,680500,2017
1226,Toyota,Etios,Etios,Manual,1364,67,170.0,23.0,Diesel,White,1,None,UP,Third Party insurance,535500,2018
1227,Maruti,Baleno,Baleno,Manual,1197,83,115.0,21.0,Petrol,Other,1,None,UP,Third Party insurance,594000,2018
1228,Maruti,Ciaz,Ciaz,Manual,1248,88,200.0,28.0,Diesel,None,1,None,UP,Third Party insurance,566430,2016
1229,Ford,Ecosport,Ecosport,Manual,1498,89,204.0,22.0,Diesel,None,1,None,UP,Third Party insurance,548000,2015
1230,Ford,Ecosport,Ecosport,DL10,1498,98,205.0,23.0,Diesel,Silver,1,None,UP,Not Available,684500,2017
1231,Skoda,Rapid,1.5,Automatic,1498,103,250.0,21.0,Diesel,FWD,1,None,UP,Not Available,613500,2016
1232,Ford,EcoSport,1.5,Manual,1499,110,140.0,15.0,Petrol, other,1,None,UP,Not Available,685000,2014
1233,Maruti,Baleno,Baleno,Manual,1197,81,113.0,21.0,Petrol,Other,1,None,UP,Not Available,661000,2020
1234,Ford,Ecosport,Ecosport,Manual,1497,121,150.0,17.0,Petrol,None,1,None,UP,Third Party insurance,628000,2016
1235,Honda,Amaze,Amaze,Manual,1199,88,110.0,18.0,Petrol,Red,1,None,UP,Third Party insurance,590000,2020
1236,Maruti,Vitara,Vitara,Manual,1248,88,200.0,24.0,Diesel,Other,1,None,UP,Third Party insurance,669693,2016
1237,Hyundai,Grand,Grand,Manual,1197,81,113.75,18.0,Petrol,Silver,1,None,UP,Third Party insurance,640500,2019
1238,Honda,City,City,Manual,1497,117,145.0,17.0,Petrol,None,2,None,UP,Third Party insurance,650000,2016
1239,Hyundai,i20,i20,Manual,1197,81,114.7,18.0,Petrol,Other,1,None,UP,Not Available,537500,2019
1240,Maruti,Ciaz,Ciaz,Manual,1373,91,130.0,20.0,Petrol,None,2,None,UP,Third Party insurance,614000,2019
1241,Ford,Ecosport,Ecosport,DL12,1498,98,215.0,21.0,Diesel,None,1,None,UP,Not Available,563870,2014
1242,Hyundai,Verna,Verna,Manual,1582,126,259.8,23.0,Diesel,None,1,None,UP,Not Available,605500,2015
1243,Maruti,Baleno,Baleno,Manual,1197,81,113.0,21.0,Petrol,Silver,1,None,UP,Third Party insurance,565000,2018
1244,Maruti,Baleno,Baleno,Manual,1197,83,115.0,21.0,Petrol,White,1,None,UP,Third Party insurance,644500,2018
1245,Honda,City,City,Manual,1497,116,146.0,16.0,Petrol,None,2,None,UP,Third Party insurance,770000,2015
1246,Hyundai,i20,i20,Manual,1197,81,114.74,21.0,Petrol,None,1,None,UP,Third Party insurance,631500,2018
1247,Maruti,Vitara,Vitara,Manual,1248,88,200.0,24.0,Diesel,None,1,None,UP,Third Party insurance,661250,2017
1248,Maruti,Vitara,Vitara,Manual,1248,88,200.0,24.0,Diesel,Red,1,None,UP,Not Available,756000,2016
1249,Maruti,Vitara,Vitara,Manual,1248,88,200.0,24.0,Diesel,White,1,None,UP,Third Party insurance,672500,2016
1250,Ford,Ecosport,Ecosport,UP16,1498,98,215.0,21.0,Diesel,Silver,1,None,UP,Not Available,615000,2017
1251,Maruti,Baleno,Baleno,Manual,1197,83,115.0,21.0,Petrol,None,1,None,UP,Not Available,617000,2018
1252,Hyundai,i20,i20,DL9C,1197,81,114.7,18.0,Petrol,None,1,None,UP,Not Available,500000,2017
1253,Hyundai,i20,i20,Manual,1197,81,117.0,18.0,Petrol,Grey,1,None,UP,Third Party insurance,531500,2019
1254,Maruti,Swift,Swift,Manual,1248,74,190.0,28.0,Diesel,Grey,1,None,UP,Third Party insurance,743820,2017
1255,Maruti,Baleno,Baleno,Automatic,1197,83,115.0,21.0,Petrol,Blue,1,None,UP,Third Party insurance,725000,2016
1256,Ford,Ecosport,Ecosport,Manual,1499,110,140.0,15.0,Petrol,Other,1,None,UP,Third Party insurance,690772,2018
1257,Maruti,Vitara,Vitara,Manual,1248,88,200.0,24.0,Diesel,None,1,None,UP,Third Party insurance,524000,2017
1258,Honda,City,City,Automatic,1497,117,145.0,18.0,Petrol,None,1,None,UP,Third Party insurance,568000,2015
1259,Hyundai,Grand,Grand,Manual,1197,81,113.75,18.0,Petrol,Silver,1,None,UP,Third Party insurance,629500,2019
1260,Maruti,Baleno,Baleno,Automatic,1197,83,115.0,21.0,Petrol,Blue,1,None,UP,Third Party insurance,711000,2017
1261,Maruti,Swift,Swift,Manual,1248,74,190.0,28.0,Diesel,Grey,1,None,UP,Third Party insurance,550000,2018
1262,Volkswagen,Vento,Vento,Automatic,1197,103,175.0,18.0,Petrol,None,1,None,UP,Third Party insurance,630000,2018
1263,Hyundai,i20,i20,DL7C,1197,81,117.0,18.0,Petrol,None,1,None,UP,Not Available,544000,2017
1264,Honda,City,City,Manual,1497,117,145.0,17.0,Petrol,Other,1,None,UP,Third Party insurance,550500,2017
1265,Maruti,Wagon,Wagon,Automatic,1197,81,113.0,21.0,Petrol,Other,1,None,UP,Third Party insurance,613000,2019
1266,Mahindra,TUV,TUV,Manual,1493,100,240.0,18.0,Diesel,None,1,None,UP,Third Party insurance,600000,2016
1267,Maruti,Swift,Swift,Manual,1248,74,190.0,28.0,Diesel,Other,1,None,UP,Third Party insurance,609784,2017
1268,Hyundai,i20,i20,Manual,1197,81,114.7,18.0,Petrol,White,1,None,UP,Third Party insurance,552500,2018
1269,Honda,BR-V,BR-V,Manual,1497,117,145.0,15.0,Petrol,None,2,None,UP,Third Party insurance,532500,2016
1270,Tata,Altroz,Altroz,Manual,1199,84,113.0,19.0,Petrol,Other,1,None,UP,Third Party insurance,560000,2020
1271,Tata,Tiago,Tiago,Manual,1199,83,114.0,23.0,Petrol,None,1,None,UP,Third Party insurance,560000,2019
1272,Maruti,Baleno,Baleno,Manual,1197,81,113.0,21.0,Petrol,Blue,1,None,UP,Third Party insurance,640000,2018
1273,Maruti,Swift,Swift,Manual,1197,81,113.0,22.0,Petrol,White,1,None,UP,Not Available,770000,2018
1274,Maruti,Ciaz,Ciaz,Manual,1373,91,130.0,20.0,Petrol,Grey,1,None,UP,Third Party insurance,580000,2017
1275,Hyundai,Creta,Creta,Manual,1582,126,259.9,19.0,Diesel,None,1,None,UP,Third Party insurance,572794,2015
1276,Tata,Nexon,Nexon,Manual,1497,108,260.0,21.0,Diesel,None,1,None,UP,Third Party insurance,507000,2017
1277,Maruti,Swift,Swift,Manual,1197,81,113.0,21.0,Petrol,Grey,1,None,UP,Third Party insurance,658500,2018
1278,Maruti,Ciaz,Ciaz,Manual,1248,88,200.0,26.0,Diesel,Grey,1,None,UP,Third Party insurance,576000,2015
1279,Renault,Triber,Triber,Manual,999,71,96.0,20.0,Petrol,Red,1,None,UP,Third Party insurance,537500,2021
1280,Maruti,Baleno,Baleno,Manual,1197,83,115.0,21.0,Petrol,Blue,1,None,UP,Third Party insurance,570000,2020
1281,Volkswagen,Polo,Polo,Manual,999,75,95.0,17.0,Petrol,Red,1,None,UP,Third Party insurance,585000,2019
1282,Honda,Amaze,Amaze,Manual,1199,88,110.0,19.0,Petrol,Other,1,None,UP,Third Party insurance,700500,2019
1283,Hyundai,i20,i20,Manual,1197,81,114.7,18.0,Petrol,None,2,None,UP,Third Party insurance,550000,2017
1284,Maruti,Ciaz,Ciaz,Manual,1373,91,130.0,20.0,Petrol,Grey,1,None,UP,Not Available,570000,2017
1285,Maruti,Baleno,Baleno,Manual,1248,74,190.0,27.0,Diesel,White,1,None,UP,Third Party insurance,540500,2018
1286,Hyundai,Grand,Grand,Manual,1197,81,113.75,18.0,Petrol,Grey,1,None,UP,Third Party insurance,620000,2020
1287,Tata,Tiago,Tiago,UP16,1199,84,114.0,23.0,Petrol,None,1,None,UP,Not Available,565000,2020
1288,Honda,City,City,Automatic,1497,117,145.0,17.0,Petrol,None,1,None,UP,Not Available,695500,2015
1289,Maruti,Swift,Swift,Automatic,1197,81,113.0,22.0,Petrol,None,1,None,UP,Third Party insurance,603000,2018
1290,Maruti,Baleno,Baleno,Manual,1197,81,113.0,21.0,Petrol,None,1,None,UP,Third Party insurance,535866,2019
1291,Hyundai,i20,i20,Manual,1197,81,114.7,18.0,Petrol,White,1,None,UP,Third Party insurance,560000,2018
1292,Maruti,SX4,SX4,Manual,1248,88,200.0,25.0,Diesel,Grey,1,None,UP,Third Party insurance,638000,2017
1293,Hyundai,i20,i20,Manual,1197,81,114.73,18.0,Petrol,Grey,1,None,UP,Third Party insurance,561500,2017
1294,Hyundai,i20,i20,Automatic,1197,81,114.73,17.0,Petrol,None,2,None,UP,Third Party insurance,533500,2018
1295,Hyundai,Grand,Grand,Manual,1197,81,113.75,18.0,Petrol,None,1,None,UP,Third Party insurance,682104,2017
1296,Ford,Figo,Figo,Manual,1196,86,112.0,18.0,Petrol,None,1,None,UP,Third Party insurance,618500,2018
1297,Maruti,Swift,Swift,Manual,1248,74,190.0,28.0,Diesel,None,1,None,UP,Third Party insurance,551040,2017
1298,Maruti,Swift,Swift,Manual,1248,74,190.0,25.0,Diesel,Other,1,None,UP,Third Party insurance,690000,2018
1299,Maruti,S-Presso,S-Presso,Manual,998,58,78.0,31.0,CNG,Grey,1,None,UP,Third Party insurance,665500,2020
1300,Hyundai,Verna,Verna,Automatic,1582,126,259.9,19.0,Diesel,None,1,None,UP,Third Party insurance,584000,2016
1301,Hyundai,i20,i20,Manual,1197,81,117.0,18.0,Petrol,None,1,None,UP,Not Available,629000,2019
1302,Honda,Jazz,Jazz,Automatic,1199,88,110.0,17.0,Petrol,None,1,None,UP,Third Party insurance,770000,2017
1303,Maruti,Swift,Swift,Manual,1197,81,113.0,21.0,Petrol,Other,1,None,UP,Third Party insurance,760000,2021
1304,Hyundai,Creta,Creta,Manual,1591,121,151.0,15.0,Petrol,White,1,None,UP,Third Party insurance,541681,2017
1305,Hyundai,Creta,Creta,Manual,1396,88,219.7,22.0,Diesel,Other,1,None,UP,Third Party insurance,503196,2017
1306,Honda,City,City,Manual,1497,117,145.0,17.0,Petrol,None,2,None,UP,Third Party insurance,532500,2015
1307,Maruti,Ignis,Power,Manual,1493,70,195.0,16.0,Diesel, other,1,None,UP,Not Available,692500,2018
1308,Maruti,Swift,VXI,Manual,1373,93,130.0,16.0,Petrol, other,1,None,UP,Not Available,594186,2014
1309,Maruti,Ciaz,Zeta,Manual,1197,81,113.0,21.0,Petrol,FWD,1,None,UP,Not Available,541536,2020
